seed,Train_R2,Train_RMSE,Test_R2,Test_MAE,Test_RMSE,full_mean,full_std,full_median,full_min,full_max,train_mean,train_std,train_median,train_min,train_max,test_mean,test_std,test_median,test_min,test_max,mean_diff,std_diff,median_diff,max_diff,stable_score
252,0.983168,5.469432,0.671033,19.170459,25.573945,58.140398,42.802205,52.0,2.7,179.0,57.572786,42.308575,51.0,2.7,179.0,60.347778,45.220842,53.5,4.2,150.0,2.20738,2.418637,1.5,29.0,0.64824
253,0.985461,5.152337,0.344605,23.969081,33.835272,58.140398,42.802205,52.0,2.7,179.0,56.388,42.883429,50.0,2.7,179.0,64.955278,42.387254,58.295,4.2,150.0,6.81488,0.414951,6.295,29.0,0.290401
254,0.983259,5.540894,0.606023,19.709182,25.845561,58.140398,42.802205,52.0,2.7,179.0,60.172143,42.97743,55.3,2.7,179.0,50.239167,41.760674,36.4,4.2,142.0,7.901231,1.041532,15.6,37.0,0.516592
255,0.982361,5.590436,0.47783,21.672673,32.431814,58.140398,42.802205,52.0,2.7,179.0,57.922286,42.244286,52.0,2.7,162.0,58.988611,45.517937,51.5,4.2,179.0,0.848213,2.715732,0.5,0.0,0.463942
256,0.984271,5.29487,0.426458,23.084977,32.94886,58.140398,42.802205,52.0,2.7,179.0,60.207786,42.370175,56.3,2.7,162.0,50.100556,44.123997,35.0,6.2,179.0,8.039842,1.321792,17.0,0.0,0.331293
257,0.97987,5.842771,0.484975,24.548817,34.056209,58.140398,42.802205,52.0,2.7,179.0,56.385214,41.329108,51.0,2.7,162.0,64.966111,48.128179,56.65,4.2,179.0,6.825713,5.325974,4.65,0.0,0.420919
258,0.982595,5.60109,0.359254,22.21136,29.538395,58.140398,42.802205,52.0,2.7,179.0,63.440714,42.608708,60.15,4.2,179.0,37.528056,37.424943,25.95,2.7,158.0,20.612342,5.377263,26.05,21.0,0.16191
259,0.981948,5.377747,0.551988,25.713245,34.565938,58.140398,42.802205,52.0,2.7,179.0,58.819214,40.168808,55.8,2.7,162.0,55.500556,52.374624,32.5,4.2,179.0,2.639842,9.572419,19.5,0.0,0.451572
260,0.983641,5.283452,0.436838,28.313026,35.749696,58.140398,42.802205,52.0,2.7,179.0,58.000857,41.456684,54.5,4.2,179.0,58.683056,48.313985,47.1,2.7,150.0,0.542658,5.511779,4.9,29.0,0.402889
261,0.985522,5.167056,0.367442,24.192668,32.043358,58.140398,42.802205,52.0,2.7,179.0,60.558143,43.096719,54.5,2.7,179.0,48.738056,40.860616,44.5,4.2,158.0,9.402342,1.94159,7.5,21.0,0.292105
262,0.982883,5.67945,0.431731,23.035245,29.375596,58.140398,42.802205,52.0,2.7,179.0,59.897714,43.566274,54.5,4.2,179.0,51.306389,39.520898,47.1,2.7,128.0,6.834009,3.281307,4.9,51.0,0.373017
263,0.985401,5.161462,0.740082,16.138011,21.664386,58.140398,42.802205,52.0,2.7,179.0,58.571,42.871002,52.5,4.2,179.0,56.465833,43.096854,49.1,2.7,150.0,1.674564,0.294649,2.9,29.0,0.722125
264,0.984334,5.264188,0.631263,20.510802,27.087356,58.140398,42.802205,52.0,2.7,179.0,56.753286,42.210012,50.0,2.7,179.0,63.534722,45.240273,60.15,4.2,158.0,5.394324,2.438068,8.15,21.0,0.572527
265,0.982463,5.660496,0.330086,25.551515,34.667321,58.140398,42.802205,52.0,2.7,179.0,58.7195,42.897872,52.5,2.7,179.0,55.888333,42.956418,45.75,5.0,142.0,2.252064,0.154213,6.25,37.0,0.299613
266,0.984947,5.066904,0.402712,25.533089,36.327154,58.140398,42.802205,52.0,2.7,179.0,56.310643,41.446357,50.0,2.7,162.0,65.256111,47.671268,54.8,6.3,179.0,7.115713,4.869063,2.8,0.0,0.344126
267,0.984721,5.152799,0.37347,25.937012,36.508838,58.140398,42.802205,52.0,2.7,179.0,57.103857,41.835787,51.0,2.7,162.0,62.171389,46.778279,54.5,4.2,179.0,4.030991,3.976074,2.5,0.0,0.333887
268,0.981573,5.966861,0.472717,19.738047,25.244943,58.140398,42.802205,52.0,2.7,179.0,61.242929,44.114385,55.3,2.7,179.0,46.075,35.258963,41.0,5.0,136.0,12.065398,7.543242,11.0,43.0,0.35676
269,0.985177,5.082323,0.496994,23.423603,30.993209,58.140398,42.802205,52.0,2.7,179.0,54.744929,41.894485,49.35,2.7,179.0,71.345,44.319741,72.4,4.2,150.0,13.204602,1.517535,20.4,29.0,0.365218
270,0.987089,4.918098,0.504175,21.430661,28.198908,58.140398,42.802205,52.0,2.7,179.0,59.065571,43.438892,52.5,4.2,179.0,54.5425,40.614879,48.5,2.7,150.0,3.597898,2.187326,3.5,29.0,0.469123
271,0.981183,6.073928,0.597645,16.456635,22.420941,58.140398,42.802205,52.0,2.7,179.0,56.845929,44.437338,48.0,2.7,179.0,63.174444,35.848111,69.0,5.0,150.0,5.034047,6.954094,17.0,29.0,0.500612
272,0.986037,5.157276,0.473032,21.751191,27.071166,58.140398,42.802205,52.0,2.7,179.0,60.512786,43.802043,55.3,4.2,179.0,48.914444,37.820927,47.75,2.7,126.0,9.225953,4.981279,4.25,53.0,0.399209
273,0.983715,5.510212,0.548659,20.499306,26.690827,58.140398,42.802205,52.0,2.7,179.0,60.148214,43.334334,55.3,4.2,179.0,50.332222,40.29273,43.5,2.7,144.0,7.808176,2.509475,8.5,35.0,0.476589
274,0.980691,5.924207,0.600563,19.953815,26.501942,58.140398,42.802205,52.0,2.7,179.0,60.177857,42.786311,55.5,2.7,179.0,50.216944,42.527584,32.9,5.7,150.0,7.923453,0.274622,19.1,29.0,0.502822
275,0.982829,5.590858,0.371995,26.722071,33.806194,58.140398,42.802205,52.0,2.7,179.0,57.550786,42.819131,50.0,4.2,179.0,60.433333,43.264521,64.65,2.7,150.0,2.292936,0.462315,12.65,29.0,0.321193
276,0.982137,5.710754,0.477926,21.965643,30.103654,58.140398,42.802205,52.0,2.7,179.0,60.058143,42.881637,55.0,4.2,179.0,50.6825,42.254258,45.5,2.7,162.0,7.457898,0.547947,6.5,17.0,0.419493
277,0.97876,6.240737,0.794124,13.994993,18.561821,58.140398,42.802205,52.0,2.7,179.0,60.447571,42.97517,55.3,2.7,179.0,49.168056,41.48922,44.25,5.0,150.0,8.972342,1.312985,7.75,29.0,0.722074
278,0.981569,5.966833,0.28083,18.246953,24.834846,58.140398,42.802205,52.0,2.7,179.0,63.450429,44.10844,61.65,4.2,179.0,37.490278,29.700442,34.0,2.7,125.0,20.65012,13.101763,18.0,54.0,0.084274
279,0.983831,5.556197,0.226015,21.228126,27.746601,58.140398,42.802205,52.0,2.7,179.0,63.196929,43.851943,61.3,2.7,179.0,38.476111,31.986068,33.4,5.0,125.0,19.664287,10.816137,18.6,54.0,0.039446
280,0.983634,5.379509,0.61077,20.293663,28.049489,58.140398,42.802205,52.0,2.7,179.0,57.502,42.201736,52.0,2.7,179.0,60.623056,45.597296,57.0,4.2,162.0,2.482658,2.79509,5.0,17.0,0.574972
281,0.986812,4.972199,0.455687,22.481115,29.569953,58.140398,42.802205,52.0,2.7,179.0,58.830429,43.452517,51.0,2.7,179.0,55.456944,40.648419,52.5,5.0,150.0,2.683453,2.153786,0.5,29.0,0.434309
282,0.984736,5.332559,0.580143,18.593907,26.097139,58.140398,42.802205,52.0,2.7,179.0,59.569143,43.316748,52.5,2.7,179.0,52.584167,40.846935,48.5,4.2,162.0,5.556231,1.95527,3.5,17.0,0.535996
283,0.985305,5.257213,0.621185,18.026274,24.329769,58.140398,42.802205,52.0,2.7,179.0,59.371571,43.524067,53.5,4.2,179.0,53.3525,40.0905,47.6,2.7,142.0,4.787898,2.711706,4.4,37.0,0.57591
284,0.988107,4.725088,0.198136,24.456247,33.284855,58.140398,42.802205,52.0,2.7,179.0,61.568357,43.483513,58.295,4.2,179.0,44.809444,37.697586,38.5,2.7,158.0,13.330953,5.104619,13.5,21.0,0.075667
285,0.985696,5.170905,0.580465,17.117058,26.013429,58.140398,42.802205,52.0,2.7,179.0,59.252,43.389844,52.5,2.7,179.0,53.8175,40.731515,49.6,4.2,144.0,4.322898,2.07069,2.4,35.0,0.545438
286,0.983225,5.339483,0.600987,20.243453,30.228334,58.140398,42.802205,52.0,2.7,179.0,57.562071,41.373447,50.0,2.7,179.0,60.389444,48.533107,59.445,5.0,162.0,2.249047,5.730902,7.445,17.0,0.550214
287,0.985796,5.18105,0.319922,26.526326,32.496312,58.140398,42.802205,52.0,2.7,179.0,57.708286,43.628356,50.0,4.2,179.0,59.820833,39.964266,55.0,2.7,144.0,1.680436,2.837939,3.0,35.0,0.294006
288,0.983265,5.579908,0.436599,22.702137,30.375197,58.140398,42.802205,52.0,2.7,179.0,56.824,43.287863,50.0,2.7,179.0,63.259722,41.041903,53.5,7.1,162.0,5.119324,1.760302,1.5,17.0,0.401221
289,0.983607,5.535627,0.53149,21.191458,27.600782,58.140398,42.802205,52.0,2.7,179.0,58.881357,43.389879,52.5,2.7,179.0,55.258889,40.895866,49.5,4.2,150.0,2.881509,1.90634,2.5,29.0,0.503864
290,0.98352,5.466897,0.448255,23.092115,30.365767,58.140398,42.802205,52.0,2.7,179.0,55.046357,42.738061,49.75,2.7,179.0,70.172778,41.460299,66.5,7.2,150.0,12.03238,1.341907,14.5,29.0,0.340568
291,0.983397,5.529462,0.664624,15.558843,24.119319,58.140398,42.802205,52.0,2.7,179.0,57.431357,43.067245,51.5,2.7,179.0,60.897778,42.239271,52.0,5.0,150.0,2.75738,0.562934,0.0,29.0,0.649149
292,0.983071,5.612135,0.34446,23.042941,33.02211,58.140398,42.802205,52.0,2.7,179.0,57.539929,43.288718,50.0,2.7,162.0,60.475556,41.364005,57.0,4.2,179.0,2.335158,1.4382,5.0,0.0,0.31347
293,0.987987,4.812164,0.392394,23.191829,29.259401,58.140398,42.802205,52.0,2.7,179.0,57.982214,44.062105,50.0,2.7,179.0,58.755556,38.069001,55.5,4.5,142.0,0.615158,4.733204,3.5,37.0,0.364618
294,0.987275,4.862905,0.465328,22.103877,29.410424,58.140398,42.802205,52.0,2.7,179.0,56.349071,43.263398,50.0,4.2,179.0,65.106667,40.791964,61.65,2.7,150.0,6.966269,2.010241,9.65,29.0,0.395516
295,0.981118,5.814593,0.707238,16.597108,23.631637,58.140398,42.802205,52.0,2.7,179.0,56.7835,42.466546,50.0,2.7,179.0,63.417222,44.294858,59.5,4.2,162.0,5.276824,1.492653,7.5,17.0,0.653875
296,0.985,5.101635,0.50347,19.570604,31.142985,58.140398,42.802205,52.0,2.7,179.0,61.423,41.803762,56.5,2.7,162.0,45.374722,44.823379,31.0,4.2,179.0,12.765676,2.021174,21.0,0.0,0.370578
297,0.986012,5.168081,0.496536,19.386414,26.476081,58.140398,42.802205,52.0,2.7,179.0,60.288143,43.854266,55.5,2.7,179.0,49.788056,37.843095,43.5,5.0,158.0,8.352342,4.95911,8.5,21.0,0.414397
298,0.986976,4.696708,0.493416,24.277227,33.641487,58.140398,42.802205,52.0,2.7,179.0,56.027214,41.302686,51.0,2.7,162.0,66.358333,47.936526,53.8,4.5,179.0,8.217936,5.13432,1.8,0.0,0.431523
299,0.983803,5.463685,0.576755,16.733792,25.693996,58.140398,42.802205,52.0,2.7,179.0,61.205643,43.08441,58.295,2.7,179.0,46.22,40.05466,42.0,4.2,158.0,11.920398,2.747545,10.0,21.0,0.478911
300,0.981144,5.827459,0.494301,21.713309,30.826093,58.140398,42.802205,52.0,2.7,179.0,59.2355,42.590348,55.3,2.7,162.0,53.881667,43.963256,39.5,5.0,179.0,4.258731,1.16105,12.5,0.0,0.432025
301,0.984649,5.173977,0.533801,23.358492,31.466341,58.140398,42.802205,52.0,2.7,179.0,58.034071,41.909395,54.5,2.7,179.0,58.553889,46.738808,40.6,5.0,144.0,0.413491,3.936603,11.4,35.0,0.485723
302,0.986051,5.121538,0.345061,24.397426,32.046678,58.140398,42.802205,52.0,2.7,179.0,56.994143,43.519223,50.0,2.7,179.0,62.598056,40.160563,65.5,5.0,158.0,4.457658,2.641642,13.5,21.0,0.274348
303,0.978768,6.214531,0.482107,21.989659,30.272815,58.140398,42.802205,52.0,2.7,179.0,59.950786,42.802675,57.295,2.7,162.0,51.1,42.662858,46.0,4.2,179.0,7.040398,0.139348,6.0,0.0,0.428487
304,0.986174,5.073034,0.450706,21.770632,29.284671,58.140398,42.802205,52.0,2.7,179.0,60.497786,43.298855,54.8,2.7,179.0,48.972778,40.073311,47.6,4.5,158.0,9.16762,2.728895,4.4,21.0,0.383481
305,0.983489,5.547421,0.631927,17.414841,24.455511,58.140398,42.802205,52.0,2.7,179.0,56.833286,43.32745,50.0,2.7,179.0,63.223611,40.8815,58.295,4.2,158.0,5.083213,1.920705,6.295,21.0,0.581864
306,0.981129,5.816158,0.491195,22.311371,31.365296,58.140398,42.802205,52.0,2.7,179.0,58.374929,42.490862,51.0,2.7,162.0,57.228333,44.595511,58.15,5.7,179.0,0.912064,1.793306,6.15,0.0,0.462805
307,0.984062,5.273748,0.460314,23.431339,33.399557,58.140398,42.802205,52.0,2.7,179.0,59.799714,41.923928,54.5,2.7,162.0,51.6875,46.109172,44.0,4.2,179.0,6.452898,3.306966,8.0,0.0,0.394129
308,0.982994,5.623631,0.517802,20.349647,28.077005,58.140398,42.802205,52.0,2.7,179.0,59.567071,43.279053,53.0,4.2,179.0,52.592222,41.006724,49.75,2.7,150.0,5.548176,1.795481,2.25,29.0,0.477924
309,0.985348,5.439577,0.195027,21.163791,27.020525,58.140398,42.802205,52.0,2.7,179.0,60.902714,45.10025,53.5,2.7,179.0,47.398056,30.543616,51.0,5.0,112.0,10.742342,12.258589,1.0,67.0,0.10154
310,0.982389,5.600789,0.539138,19.140206,30.141789,58.140398,42.802205,52.0,2.7,179.0,58.762786,42.356043,54.5,2.7,162.0,55.72,45.029871,46.0,5.0,179.0,2.420398,2.227666,6.0,0.0,0.502353
311,0.985276,5.253746,0.356219,23.351914,32.185177,58.140398,42.802205,52.0,2.7,179.0,58.731357,43.451758,53.5,4.2,179.0,55.842222,40.682157,50.0,2.7,144.0,2.298176,2.120048,2.0,35.0,0.332368
312,0.983716,5.628118,0.375966,22.422078,28.528271,58.140398,42.802205,52.0,2.7,179.0,59.528571,44.263359,51.0,4.2,179.0,52.741944,36.625923,52.5,2.7,126.0,5.398453,6.176282,0.5,53.0,0.328945
313,0.985687,5.18571,0.364345,22.312147,29.793467,58.140398,42.802205,52.0,2.7,179.0,61.404143,43.501647,59.445,4.2,179.0,45.448056,37.898979,40.0,2.7,136.0,12.692342,4.903226,12.0,43.0,0.250174
314,0.985645,5.236443,0.459103,20.490444,28.257911,58.140398,42.802205,52.0,2.7,179.0,57.918071,43.862568,50.0,2.7,162.0,59.005,38.967257,55.3,6.2,179.0,0.864602,3.834948,3.3,0.0,0.433375
315,0.979381,6.365475,0.659933,14.174143,19.704099,58.140398,42.802205,52.0,2.7,179.0,60.673,44.488624,55.5,2.7,179.0,48.291389,34.268237,47.6,4.2,126.0,9.849009,8.533969,4.4,53.0,0.571886
316,0.986662,4.921128,0.450746,23.77189,31.597239,58.140398,42.802205,52.0,2.7,179.0,59.332286,42.763786,55.8,2.7,179.0,53.505278,43.239419,49.35,5.7,150.0,4.63512,0.437214,2.65,29.0,0.418309
317,0.98054,5.856672,0.51828,23.755876,30.770761,58.140398,42.802205,52.0,2.7,179.0,56.020143,42.134485,50.0,2.7,179.0,66.385833,44.963278,65.0,4.5,150.0,8.245436,2.161073,13.0,29.0,0.431569
318,0.983309,5.739113,0.391846,19.825065,25.657089,58.140398,42.802205,52.0,2.7,179.0,60.941857,44.581651,56.0,2.7,179.0,47.245833,33.367057,41.0,4.2,126.0,10.894564,9.435148,11.0,53.0,0.276068
319,0.982186,5.595021,0.412079,26.373795,34.760825,58.140398,42.802205,52.0,2.7,179.0,59.070429,42.070907,52.5,4.2,179.0,54.523611,45.977762,42.25,2.7,150.0,3.616787,3.175557,9.75,29.0,0.355218
320,0.986947,4.943074,0.447608,19.842254,29.915009,58.140398,42.802205,52.0,2.7,179.0,58.693786,43.42142,52.5,2.7,162.0,55.988333,40.820897,49.6,4.2,179.0,2.152064,1.981308,2.4,0.0,0.423703
321,0.982563,5.757295,0.574953,18.004163,24.89368,58.140398,42.802205,52.0,2.7,179.0,56.437357,43.756512,50.0,4.2,179.0,64.763333,38.724672,56.5,2.7,150.0,6.622936,4.077533,4.5,29.0,0.516106
322,0.983515,5.605292,0.615283,15.996323,23.952009,58.140398,42.802205,52.0,2.7,179.0,58.504143,43.813739,51.0,2.7,179.0,56.725833,39.164122,53.8,4.5,158.0,1.414564,3.638083,1.8,21.0,0.591896
323,0.980228,6.019396,0.497293,22.245858,29.527955,58.140398,42.802205,52.0,2.7,179.0,56.603857,42.961448,50.0,4.2,179.0,64.115833,42.236998,60.15,2.7,158.0,5.975436,0.565208,8.15,21.0,0.44127
324,0.98574,5.323165,0.452461,19.37433,25.288941,58.140398,42.802205,52.0,2.7,179.0,58.875929,44.736354,51.0,2.7,179.0,55.28,34.660926,53.5,4.5,126.0,2.860398,8.141279,1.5,53.0,0.409235
325,0.987111,4.825023,0.5123,21.576363,30.275943,58.140398,42.802205,52.0,2.7,179.0,58.464357,42.65228,53.5,2.7,179.0,56.880556,43.968182,51.0,4.2,158.0,1.259842,1.165977,1.0,21.0,0.499503
326,0.984132,5.350189,0.490727,21.173581,29.738898,58.140398,42.802205,52.0,2.7,179.0,60.986857,42.624501,56.5,2.7,179.0,47.070833,42.263646,33.0,4.2,158.0,11.069564,0.538559,19.0,21.0,0.376764
327,0.980814,5.772895,0.740945,17.947042,23.377792,58.140398,42.802205,52.0,2.7,179.0,56.671857,41.827034,50.0,2.7,179.0,63.851389,46.582752,64.65,4.2,150.0,5.710991,3.780547,12.65,29.0,0.663099
328,0.983964,5.510568,0.34225,22.534568,31.840144,58.140398,42.802205,52.0,2.7,179.0,58.199714,43.672716,53.5,2.7,179.0,57.909722,39.816393,50.0,5.0,144.0,0.230676,2.985812,2.0,35.0,0.326139
329,0.980759,5.897302,0.704911,16.683687,23.529151,58.140398,42.802205,52.0,2.7,179.0,58.306857,42.667026,51.0,4.2,179.0,57.493056,43.928524,53.0,2.7,150.0,0.647342,1.126318,1.0,29.0,0.695295
330,0.984396,5.417331,0.327746,24.833276,32.526212,58.140398,42.802205,52.0,2.7,179.0,59.108214,43.523684,52.0,4.2,179.0,54.376667,40.233143,51.5,2.7,158.0,3.763731,2.569063,0.5,21.0,0.29972
331,0.982077,5.651504,0.723136,17.445974,23.290592,58.140398,42.802205,52.0,2.7,179.0,57.211929,42.365429,51.0,2.7,179.0,61.751111,44.891517,53.0,5.0,150.0,3.610713,2.089312,1.0,29.0,0.695814
332,0.983081,5.541357,0.458067,22.684981,31.431313,58.140398,42.802205,52.0,2.7,179.0,56.998571,42.754593,50.0,2.7,179.0,62.580833,43.301898,55.0,4.2,162.0,4.440436,0.499693,3.0,17.0,0.425366
333,0.983483,5.40065,0.519096,23.327685,30.563745,58.140398,42.802205,52.0,2.7,179.0,55.893857,42.173132,50.0,2.7,179.0,66.876944,44.698682,59.15,6.2,162.0,8.736547,1.896477,7.15,17.0,0.448274
334,0.98107,5.619239,0.39231,26.999666,37.318851,58.140398,42.802205,52.0,2.7,179.0,55.554429,40.988123,50.0,4.2,179.0,68.196944,48.551695,70.0,2.7,158.0,10.056547,5.749489,18.0,21.0,0.270779
335,0.984488,5.517017,0.53392,19.829905,24.301934,58.140398,42.802205,52.0,2.7,179.0,58.772071,44.456368,51.0,2.7,179.0,55.683889,36.101716,57.3,4.2,150.0,2.456509,6.700489,5.3,29.0,0.485636
336,0.982934,5.386439,0.568914,22.787118,30.838034,58.140398,42.802205,52.0,2.7,179.0,55.984286,41.379672,51.0,2.7,179.0,66.525278,47.634512,63.65,4.2,158.0,8.38488,4.832307,11.65,21.0,0.477542
337,0.980823,5.780023,0.706011,17.482143,24.727136,58.140398,42.802205,52.0,2.7,179.0,56.500786,41.888253,50.0,2.7,179.0,64.516667,46.251502,68.0,4.2,162.0,6.376269,3.449297,16.0,17.0,0.615782
338,0.981987,5.668444,0.615438,19.741322,27.515902,58.140398,42.802205,52.0,2.7,179.0,58.149571,42.386391,53.5,2.7,179.0,58.104722,45.000549,47.85,5.0,158.0,0.035676,2.198344,4.15,21.0,0.596215
339,0.985251,5.121403,0.365009,26.40614,34.976255,58.140398,42.802205,52.0,2.7,179.0,59.965357,42.321987,53.5,2.7,179.0,51.043333,44.515032,32.0,4.2,142.0,7.097064,1.712827,20.0,37.0,0.264385
340,0.981891,5.619654,0.616437,20.107295,28.495419,58.140398,42.802205,52.0,2.7,179.0,57.532,41.909549,52.0,2.7,162.0,60.506389,46.663125,53.5,4.2,179.0,2.365991,3.86092,1.5,0.0,0.588524
341,0.985643,5.169772,0.456931,22.225806,29.620778,58.140398,42.802205,52.0,2.7,179.0,56.511286,43.301387,49.75,2.7,179.0,64.475833,40.764871,67.0,4.5,158.0,6.335436,2.037334,15.0,21.0,0.374142
342,0.986027,5.092326,0.627609,19.401905,24.658606,58.140398,42.802205,52.0,2.7,179.0,56.4255,43.233573,50.0,2.7,179.0,64.809444,40.981339,67.5,5.0,162.0,6.669047,1.820867,15.5,17.0,0.542301
343,0.98352,5.565457,0.540492,20.869732,26.716634,58.140398,42.802205,52.0,2.7,179.0,56.631571,43.508549,50.0,2.7,179.0,64.008056,39.971674,56.3,4.2,162.0,5.867658,2.830531,4.3,17.0,0.489762
344,0.988116,4.737225,0.297116,22.225062,32.235698,58.140398,42.802205,52.0,2.7,179.0,60.234857,43.612114,53.0,2.7,162.0,49.995278,38.995329,51.0,5.8,179.0,8.14512,3.806876,1.0,0.0,0.24197
345,0.985431,5.190405,0.627015,16.479818,24.923409,58.140398,42.802205,52.0,2.7,179.0,59.745286,43.156647,55.3,2.7,179.0,51.899167,41.388461,44.5,4.2,162.0,6.241231,1.413744,7.5,17.0,0.569068
346,0.985351,5.325358,0.361027,21.678265,29.398079,58.140398,42.802205,52.0,2.7,179.0,59.271429,44.157784,55.8,4.2,179.0,53.741944,37.298795,51.0,2.7,144.0,4.398453,5.50341,1.0,35.0,0.319524
347,0.98697,4.987683,0.623322,18.569254,23.183151,58.140398,42.802205,52.0,2.7,179.0,59.828643,43.851293,51.0,2.7,179.0,51.575,38.30933,54.5,4.2,144.0,6.565398,4.492875,2.5,35.0,0.569516
348,0.982321,5.772992,0.658053,17.335678,22.85539,58.140398,42.802205,52.0,2.7,179.0,59.715214,43.573544,53.5,2.7,179.0,52.016111,39.639342,50.0,4.2,150.0,6.124287,3.162864,2.0,29.0,0.611943
349,0.982529,5.502595,0.417034,27.092821,35.509692,58.140398,42.802205,52.0,2.7,179.0,58.547214,41.77921,52.5,4.2,179.0,56.558333,47.167461,45.5,2.7,158.0,1.582064,4.365256,6.5,21.0,0.376528
350,0.984664,5.357014,0.663752,17.19345,23.399338,58.140398,42.802205,52.0,2.7,179.0,58.005857,43.413038,51.0,4.2,179.0,58.663611,40.925186,58.0,2.7,150.0,0.523213,1.87702,6.0,29.0,0.637504
351,0.987291,4.701205,0.395949,27.641244,35.975234,58.140398,42.802205,52.0,2.7,179.0,58.056,41.851736,54.0,2.7,162.0,58.468611,46.944416,50.0,4.2,179.0,0.328213,4.14221,2.0,0.0,0.375881
352,0.98334,5.572863,0.629203,17.239719,24.419806,58.140398,42.802205,52.0,2.7,179.0,59.726571,43.331308,56.5,4.2,179.0,51.971944,40.67161,48.5,2.7,158.0,6.168453,2.130596,3.5,21.0,0.581469
353,0.982739,5.672859,0.673677,17.042652,23.235456,58.140398,42.802205,52.0,2.7,179.0,57.939214,43.333824,50.0,2.7,179.0,58.922778,41.251947,65.5,4.2,150.0,0.78238,1.550258,13.5,29.0,0.624614
354,0.985588,5.149654,0.306061,25.220198,34.733092,58.140398,42.802205,52.0,2.7,179.0,58.913071,43.050225,52.0,2.7,179.0,55.135556,42.286324,50.5,5.0,144.0,3.004842,0.515881,1.5,35.0,0.284989
355,0.98485,5.312896,0.216846,25.381221,35.926794,58.140398,42.802205,52.0,2.7,179.0,57.345429,43.31913,52.0,2.7,179.0,61.231944,41.172961,52.0,4.5,162.0,3.091547,1.629245,0.0,17.0,0.1965
356,0.981611,5.5147,0.487503,25.287066,35.064539,58.140398,42.802205,52.0,2.7,179.0,56.154143,40.813479,52.0,2.7,162.0,65.864722,49.675199,54.5,5.0,179.0,7.724324,6.872993,2.5,0.0,0.420762
357,0.983488,5.552873,0.477655,23.093765,29.257735,58.140398,42.802205,52.0,2.7,179.0,57.646857,43.369073,53.0,2.7,179.0,60.059722,41.056228,50.5,5.7,150.0,1.919324,1.745978,1.5,29.0,0.45832
358,0.984588,5.10241,0.238833,28.60605,40.020978,58.140398,42.802205,52.0,2.7,179.0,54.645143,41.247682,49.5,2.7,179.0,71.733056,46.522716,71.5,5.8,158.0,13.592658,3.720511,19.5,21.0,0.101209
359,0.981696,5.660183,0.394532,24.006382,35.297481,58.140398,42.802205,52.0,2.7,179.0,56.666214,41.986464,50.0,2.7,162.0,63.873333,46.006089,61.65,5.7,179.0,5.732936,3.203883,9.65,0.0,0.327306
360,0.981869,5.886961,0.546293,20.535082,25.841484,58.140398,42.802205,52.0,2.7,179.0,58.320286,43.876609,52.5,2.7,179.0,57.440833,38.908716,50.0,5.6,150.0,0.699564,3.893489,2.0,29.0,0.525115
361,0.985653,4.9982,0.313577,27.356408,37.920566,58.140398,42.802205,52.0,2.7,179.0,59.5785,41.878039,55.3,2.7,179.0,52.547778,46.419042,32.5,4.2,150.0,5.59262,3.616837,19.5,29.0,0.216264
362,0.987238,4.80834,0.388362,25.115052,33.57068,58.140398,42.802205,52.0,2.7,179.0,57.177786,42.716908,50.0,2.7,179.0,61.883889,43.534144,63.5,4.2,158.0,3.743491,0.731939,11.5,21.0,0.332948
363,0.982858,5.585528,0.684042,17.080029,23.789568,58.140398,42.802205,52.0,2.7,179.0,56.747857,42.814192,50.0,2.7,179.0,63.555833,42.922898,61.0,4.2,150.0,5.415436,0.120692,9.0,29.0,0.629603
364,0.983675,5.385849,0.535761,22.211097,30.415369,58.140398,42.802205,52.0,2.7,179.0,57.742143,42.304041,52.0,2.7,162.0,59.689167,45.273026,54.5,4.2,179.0,1.548769,2.470821,2.5,0.0,0.513105
365,0.983515,5.269393,0.59206,22.835096,30.699376,58.140398,42.802205,52.0,2.7,179.0,56.597,41.187841,50.0,2.7,162.0,64.1425,48.747078,64.65,4.2,179.0,6.002102,5.944873,12.65,0.0,0.506265
366,0.982399,5.561259,0.718229,18.371041,24.085999,58.140398,42.802205,52.0,2.7,179.0,58.976214,42.069392,52.5,4.2,179.0,54.89,46.018628,45.0,2.7,150.0,3.250398,3.216423,7.0,29.0,0.671328
367,0.982092,5.7312,0.754954,15.136575,20.725434,58.140398,42.802205,52.0,2.7,179.0,59.163429,42.980995,52.5,2.7,179.0,54.161944,42.461691,49.6,4.5,142.0,3.978453,0.340514,2.4,37.0,0.72684
368,0.984508,5.265286,0.443005,23.274724,32.844569,58.140398,42.802205,52.0,2.7,179.0,58.860929,42.454067,52.5,2.7,179.0,55.338333,44.632899,47.5,4.2,158.0,2.802064,1.830694,4.5,21.0,0.410002
369,0.986609,4.884111,0.439714,23.264612,30.354835,58.140398,42.802205,52.0,2.7,179.0,53.951429,42.357773,48.0,2.7,179.0,74.430833,41.12824,75.0,4.2,150.0,16.290436,1.673965,23.0,29.0,0.28424
370,0.980846,5.870472,0.50279,24.527499,30.806003,58.140398,42.802205,52.0,2.7,179.0,58.234714,42.56919,52.0,2.7,179.0,57.773611,44.308031,51.5,4.2,144.0,0.366787,1.505826,0.5,35.0,0.494938
